season,team,week,pythag_exp
2006,BUF,4,0.5
2006,BUF,5,0.5494897683955613
2006,BUF,6,0.30338818219368735
2006,BUF,7,0.31781080044996524
2006,BUF,9,0.24237222644081177
2006,BUF,10,0.3245595547895397
2006,BUF,11,0.33770850586181117
2006,BUF,12,0.3669752469307995
2006,BUF,13,0.39196585923773897
2006,BUF,14,0.3938583097341152
2006,BUF,15,0.4497307578220029
2006,BUF,16,0.50509490523864
2006,BUF,17,0.5022905844972354
2006,CAR,2,0.03817516723969631
2006,CAR,3,0.15280940191488582
2006,CAR,4,0.3162654306958298
2006,CAR,5,0.3899065738429507
2006,CAR,6,0.46957783426099703
2006,CAR,7,0.48782025616330604
2006,CAR,8,0.47332858201895966
2006,CAR,10,0.3856341070156996
2006,CAR,11,0.45198398204977636
2006,CAR,12,0.5115168709422735
2006,CAR,13,0.49646443067153884
2006,CAR,14,0.48753710615987983
2006,CAR,15,0.4488354544946919
2006,CAR,16,0.36623209289212094
2006,CAR,17,0.3864335515310034
2006,CHI,2,1.0
2006,CHI,3,0.996851903484165
2006,CHI,4,0.9646680277478982
2006,CHI,5,0.9762298829255712
2006,CHI,6,0.9807306734324049
2006,CHI,8,0.9520894842544058
2006,CHI,9,0.9576968853164833
2006,CHI,10,0.9070726457559255
2006,CHI,11,0.8996256166972647
2006,CHI,12,0.9080315114362465
2006,CHI,13,0.8865067196009458
2006,CHI,14,0.8822378852311272
2006,CHI,15,0.8701942681419469
2006,CHI,16,0.8470978945909009
2006,CHI,17,0.8355533030374882
2006,CIN,2,0.9031037348009612
2006,CIN,3,0.8810629376531521
2006,CIN,4,0.8303218225862365
2006,CIN,6,0.5942125239951509
2006,CIN,7,0.5760599645896626
2006,CIN,8,0.5827424714418321
2006,CIN,9,0.5584226226072526
2006,CIN,10,0.5273234888502378
2006,CIN,11,0.49690534579338613
2006,CIN,12,0.5390149481371881
2006,CIN,13,0.6138640224712517
2006,CIN,14,0.6241424844097532
2006,CIN,15,0.6539259827859005
2006,CIN,16,0.6050545379845657
2006,CIN,17,0.595836533426209
2006,CLE,2,0.30609855378465284
2006,CLE,3,0.19196433151522976
2006,CLE,4,0.2485379465362004
2006,CLE,5,0.33578383565176745
2006,CLE,7,0.31094852587515287
2006,CLE,8,0.27648337179597354
2006,CLE,9,0.33709241901949055
2006,CLE,10,0.33770850586181117
2006,CLE,11,0.3664387620758076
2006,CLE,12,0.3680335412776744
2006,CLE,13,0.28869190937644235
2006,CLE,14,0.32062240528180536
2006,CLE,15,0.28531245409219463
2006,CLE,16,0.2801029118270488
2006,CLE,17,0.26114292826623187
2006,DAL,2,0.2841084813791617
2006,DAL,4,0.666185344801988
2006,DAL,5,0.8395288628876212
2006,DAL,6,0.6751888735068189
2006,DAL,7,0.7783308862586985
2006,DAL,8,0.6780200206242977
2006,DAL,9,0.7253078300318336
2006,DAL,10,0.6949953899453697
2006,DAL,11,0.7253679931026058
2006,DAL,12,0.727110990185239
2006,DAL,13,0.7672412857506256
2006,DAL,14,0.7553430420107278
2006,DAL,15,0.6876092634092983
2006,DAL,16,0.6882271553671628
2006,DAL,17,0.6533903320879098
2006,DEN,2,0.17146665575853126
2006,DEN,3,0.34839814540218794
2006,DEN,5,0.5988666525013753
2006,DEN,6,0.7269955364868022
2006,DEN,7,0.7995461399890554
2006,DEN,8,0.8275685283379655
2006,DEN,9,0.7153084886928469
2006,DEN,10,0.726107754863835
2006,DEN,11,0.7203530952568632
2006,DEN,12,0.6535063743303579
2006,DEN,13,0.6100934261570493
2006,DEN,14,0.588954606002835
2006,DEN,15,0.49715501581284705
2006,DEN,16,0.5405293786282345
2006,DEN,17,0.5395461680406599
2006,DET,2,0.2522502920868483
2006,DET,3,0.03894235064840115
2006,DET,4,0.1349790151099077
2006,DET,5,0.215440772285412
